label,message,cleaned_message,message_length,word_count,label_encoded
ham,Assignment kau dah siap ke belum kena hantar esok tau.,assignment kau dah siap belum kena hantar esok tau,54,10,0
ham,Jom makan tengahari sama sama kat kedai biasa kita. Cheers!,jom makan tengahari sama sama kat kedai biasa kita cheer,59,10,0
ham,I left my jacket at yours can I pick it up later today?,left jacket pick later today,55,13,0
spam,URGENT! Your mobile number has been awarded a 2000 Bonus Caller Prize. Call 09066364589 now.,urgent mobile number awarded bonus caller prize call,92,15,1
spam,Your parcel could not be delivered pay 1.50 fee to reschedule delivery click here. Act fast!,parcel could delivered pay fee reschedule delivery click act fast,92,16,1
ham,Just finished my exam feeling pretty good about it!,finished exam feeling pretty good,51,9,0
spam,You qualify for a free gift today. Claim before midnight. Text YES to 85023. Call today!,qualify free gift today claim midnight text yes call today,88,16,1
spam,WIN WIN WIN! RM1000 cash waiting for you. Text WIN to 32728 now.,win win win cash waiting text win,64,13,1
ham,Just finished my exam feeling pretty good about it!,finished exam feeling pretty good,51,9,0
spam,Secret admirer alert someone fancies you call 09064019014 to find out who.,secret admirer alert someone fancy call find,74,12,1
spam,You have been selected to receive RM2000. Contact us immediately to get your money. Reply now!,selected receive contact immediately get money reply,94,16,1
spam,Congratulations you passed our survey claim your Samsung S21 free today.,congratulation passed survey claim samsung free today,72,11,1
ham,Just booked the flights departure is Friday at 9am from KLIA.,booked flight departure friday klia,61,11,0
spam,You have been selected to receive RM2000. Contact us immediately to get your money. Act fast!,selected receive contact immediately get money act fast,93,16,1
spam,HMRC owes you 348 tax refund. Claim at hmrc-refund.co.uk now before it expires.,hmrc owes tax refund claim hmrcrefundcouk expires,79,13,1
ham,Can you send me that document we discussed earlier? Let me know.,send document discussed earlier let know,64,12,0
spam,WINNER!! You have been selected to receive a 900 prize reward! Call 09061701461 to claim now.,winner selected receive prize reward call claim,93,16,1
ham,Do not forget we have dinner at mum and dads on Sunday evening.,forget dinner mum dad sunday evening,63,13,0
spam,Win a 1000 cash prize or a prize worth 5000. To claim just call 09050000327.,win cash prize prize worth claim call,76,15,1
spam,Win the ultimate night out worth 1000 text NIGHT to 63222 right now. Reply now!,win ultimate night worth text night right reply,79,15,1
ham,We are out of coffee can you grab some on your way home? Cheers!,coffee grab way home cheer,64,14,0
spam,Romance is just a text away meet local singles text MEET to 89600 now. Limited time!,romance text away meet local single text meet limited time,84,16,1
ham,Let me know when you land safely please text me. Let me know.,let know land safely please text let know,61,13,0
spam,Congratulations you have been chosen to participate in our monthly prize draw. Reply now!,congratulation chosen participate monthly prize draw reply,89,14,1
ham,Bila nak keluar lepak semua orang rindu kau lah.,bila nak keluar lepak semua orang rindu kau lah,48,9,0
spam,Your account needs verification click here immediately to avoid suspension. Reply now!,account need verification click immediately avoid suspension reply,86,12,1
spam,You have won 1000 cash or a 2000 prize. To claim call our claim line 08714712372 Limited time!,cash prize claim call claim line limited time,94,18,1
ham,I left my jacket at yours can I pick it up later today? Cheers!,left jacket pick later today cheer,63,14,0
spam,Romance is just a text away meet local singles text MEET to 89600 now. Limited time!,romance text away meet local single text meet limited time,84,16,1
spam,You won RM1000 in our lucky draw. Send your IC number to claim immediately. Reply now!,lucky draw send number claim immediately reply,86,16,1
ham,The train is delayed by 15 minutes meet you at the coffee shop.,train delayed minute meet coffee shop,63,13,0
ham,What time does the movie start tonight?,time movie start tonight,39,7,0
spam,FREE gift worth RM300 for you! Just pay RM10 shipping. Click link to order. Limited time!,free gift worth pay shipping click link order limited time,89,16,1
ham,Nanti balik rumah singgah beli roti sekali boleh? Let me know.,nanti balik rumah singgah beli roti sekali boleh let know,62,11,0
spam,IMPORTANT you could be entitled up to 3160 in compensation from your accident. Reply CLAIM. Reply now!,important could entitled compensation accident reply claim reply,102,17,1
spam,You have been selected to receive RM2000. Contact us immediately to get your money. Limited time!,selected receive contact immediately get money limited time,97,16,1
ham,Boleh tolong ambilkan adik dari sekolah petang ni tak?,boleh tolong ambilkan adik dari sekolah petang tak,54,9,0
spam,IMPORTANT you could be entitled up to 3160 in compensation from your accident. Reply CLAIM. Reply now!,important could entitled compensation accident reply claim reply,102,17,1
spam,Claim your RM200 reward now! Limited time offer. Reply CLAIM to receive payment.,claim reward limited time offer reply claim receive payment,80,13,1
ham,Are we still on for lunch tomorrow at the usual place?,still lunch tomorrow usual place,54,11,0
ham,The forecast says rain all weekend so maybe stay in and study. Let me know.,forecast say rain weekend maybe stay study let know,75,15,0
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 now. Limited time!,please call customer service representative freephone limited time,93,14,1
ham,Shall we grab coffee this weekend and catch up properly? Thanks.,shall grab coffee weekend catch properly thanks,64,11,0
ham,I passed my driving test on the first attempt so happy right now! Thanks.,passed driving test first attempt happy right thanks,73,14,0
ham,I am running a bit late should be there by half past 7. Let me know.,running bit late half past let know,68,16,0
ham,Are we still on for lunch tomorrow at the usual place? Thanks.,still lunch tomorrow usual place thanks,62,12,0
spam,Anda menang RM500 percuma. Hubungi 0123456789 untuk menuntut hadiah anda sekarang. Act fast!,anda menang percuma hubungi untuk menuntut hadiah anda sekarang act fast,92,13,1
ham,Is it ok if I bring a friend to the gathering on Saturday? Let me know.,bring friend gathering saturday let know,71,16,0
ham,Can you check if the back door is locked before you leave please? Thanks.,check back door locked leave please thanks,73,14,0
ham,Can you check if the back door is locked before you leave please? Cheers!,check back door locked leave please cheer,73,14,0
ham,Shall we grab coffee this weekend and catch up properly? Cheers!,shall grab coffee weekend catch properly cheer,64,11,0
spam,Amazing offer get 50 percent off all products this week only order now.,amazing offer get percent product week order,71,13,1
spam,WIN WIN WIN! RM1000 cash waiting for you. Text WIN to 32728 now. Act fast!,win win win cash waiting text win act fast,74,15,1
ham,Happy New Year hope this year brings you great things.,happy new year hope year brings great thing,54,10,0
spam,Selamat! Nombor anda dipilih untuk memenangi RM3000. Hubungi kami segera.,selamat nombor anda dipilih untuk memenangi hubungi kami segera,73,10,1
ham,Shall we grab coffee this weekend and catch up properly?,shall grab coffee weekend catch properly,56,10,0
spam,You qualify for a free gift today. Claim before midnight. Text YES to 85023. Limited time!,qualify free gift today claim midnight text yes limited time,90,16,1
spam,Claim your RM200 reward now! Limited time offer. Reply CLAIM to receive payment. Act fast!,claim reward limited time offer reply claim receive payment act fast,90,15,1
spam,You have unused loyalty points worth 80 claim before they expire tonight. Limited time!,unused loyalty point worth claim expire tonight limited time,87,14,1
spam,You are pre approved for a 5000 loan no credit check required apply now. Call today!,pre approved loan credit check required apply call today,84,16,1
ham,I left my jacket at yours can I pick it up later today? Thanks.,left jacket pick later today thanks,63,14,0
spam,Romance is just a text away meet local singles text MEET to 89600 now. Act fast!,romance text away meet local single text meet act fast,80,16,1
spam,FREE gift worth RM300 for you! Just pay RM10 shipping. Click link to order. Limited time!,free gift worth pay shipping click link order limited time,89,16,1
ham,Can you check if the back door is locked before you leave please? Thanks.,check back door locked leave please thanks,73,14,0
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 now. Act fast!,please call customer service representative freephone act fast,89,14,1
ham,Sorry I forgot to reply earlier yes that works perfectly for me. Cheers!,sorry forgot reply earlier yes work perfectly cheer,72,13,0
spam,IMPORTANT you could be entitled up to 3160 in compensation from your accident. Reply CLAIM. Act fast!,important could entitled compensation accident reply claim act fast,101,17,1
ham,Could you please water my plants while I am away this week? Thanks.,could please water plant away week thanks,67,13,0
spam,URGENT! Your mobile number has been awarded a 2000 Bonus Caller Prize. Call 09066364589 now. Reply now!,urgent mobile number awarded bonus caller prize call reply,103,17,1
ham,Just booked the flights departure is Friday at 9am from KLIA. Let me know.,booked flight departure friday klia let know,74,14,0
spam,This is your final notice you owe money on your account call now to avoid action. Call today!,final notice owe money account call avoid action call today,93,18,1
spam,Your parcel could not be delivered pay 1.50 fee to reschedule delivery click here. Act fast!,parcel could delivered pay fee reschedule delivery click act fast,92,16,1
spam,WINNER!! You have been selected to receive a 900 prize reward! Call 09061701461 to claim now.,winner selected receive prize reward call claim,93,16,1
spam,Congratulations you have been chosen to participate in our monthly prize draw. Call today!,congratulation chosen participate monthly prize draw call today,90,14,1
ham,I passed my driving test on the first attempt so happy right now! Let me know.,passed driving test first attempt happy right let know,78,16,0
spam,Anda menang RM500 percuma. Hubungi 0123456789 untuk menuntut hadiah anda sekarang.,anda menang percuma hubungi untuk menuntut hadiah anda sekarang,82,11,1
ham,I cannot make it tonight something came up at work sorry. Cheers!,make tonight something came work sorry cheer,65,12,0
ham,Thanks for your help earlier really appreciated it so much.,thanks help earlier really appreciated much,59,10,0
spam,Congratulations you won RM5000 cash prize. Reply YES to claim your reward today.,congratulation cash prize reply yes claim reward today,80,13,1
spam,WINNER!! You have been selected to receive a 900 prize reward! Call 09061701461 to claim now.,winner selected receive prize reward call claim,93,16,1
spam,Anda menang RM500 percuma. Hubungi 0123456789 untuk menuntut hadiah anda sekarang. Reply now!,anda menang percuma hubungi untuk menuntut hadiah anda sekarang reply,93,13,1
ham,I am in the library if you need me call do not text. Thanks.,library need call text thanks,60,14,0
spam,You have been awarded RM5000 bonus. Verify your account to receive the transfer. Call today!,awarded bonus verify account receive transfer call today,92,15,1
spam,Amazing offer get 50 percent off all products this week only order now. Call today!,amazing offer get percent product week order call today,83,15,1
ham,Just got back from the gym absolutely exhausted after leg day. Let me know.,got back gym absolutely exhausted leg day let know,75,14,0
spam,WIN WIN WIN! RM1000 cash waiting for you. Text WIN to 32728 now. Act fast!,win win win cash waiting text win act fast,74,15,1
ham,Could you please water my plants while I am away this week?,could please water plant away week,59,12,0
ham,Kau okay tak tadi nampak macam penat je muka kau. Let me know.,kau okay tak tadi nampak macam penat muka kau let know,62,13,0
spam,You have won 1000 cash or a 2000 prize. To claim call our claim line 08714712372,cash prize claim call claim line,80,16,1
spam,You have won a luxury holiday worth 5000. Call 0906 to book your free trip now.,luxury holiday worth call book free trip,79,16,1
spam,WIN WIN WIN! RM1000 cash waiting for you. Text WIN to 32728 now.,win win win cash waiting text win,64,13,1
spam,WINNER!! You have been selected to receive a 900 prize reward! Call 09061701461 to claim now.,winner selected receive prize reward call claim,93,16,1
ham,Mum says dinner is at 7 not 8 can you let the others know? Let me know.,mum say dinner let others know let know,71,17,0
spam,FREE RM50 credit added to your account. Click here to activate your bonus now.,free credit added account click activate bonus,78,14,1
ham,Sorry I forgot to reply earlier yes that works perfectly for me.,sorry forgot reply earlier yes work perfectly,64,12,0
spam,Win the ultimate night out worth 1000 text NIGHT to 63222 right now.,win ultimate night worth text night right,68,13,1
ham,Let me know when you land safely please text me. Let me know.,let know land safely please text let know,61,13,0
ham,Just booked the flights departure is Friday at 9am from KLIA.,booked flight departure friday klia,61,11,0
spam,Congratulations you passed our survey claim your Samsung S21 free today.,congratulation passed survey claim samsung free today,72,11,1
spam,Secret admirer alert someone fancies you call 09064019014 to find out who. Call today!,secret admirer alert someone fancy call find call today,86,14,1
ham,Is it ok if I bring a friend to the gathering on Saturday? Let me know.,bring friend gathering saturday let know,71,16,0
spam,Get cash fast no credit check apply now by texting LOAN to 89898. Act fast!,get cash fast credit check apply texting loan act fast,75,15,1
spam,Selamat! Nombor anda dipilih untuk memenangi RM3000. Hubungi kami segera.,selamat nombor anda dipilih untuk memenangi hubungi kami segera,73,10,1
spam,Hot deal 50 percent off all products this week only. Visit our site to order now. Act fast!,hot deal percent product week visit site order act fast,91,18,1
spam,Exclusive offer double your minutes reply DEAL to claim your special offer. Act fast!,exclusive offer double minute reply deal claim special offer act fast,85,14,1
ham,Thanks for your help earlier really appreciated it so much. Cheers!,thanks help earlier really appreciated much cheer,67,11,0
spam,You have won a luxury holiday worth 5000. Call 0906 to book your free trip now. Limited time!,luxury holiday worth call book free trip limited time,93,18,1
ham,The train is delayed by 15 minutes meet you at the coffee shop. Let me know.,train delayed minute meet coffee shop let know,76,16,0
spam,You have been selected to receive RM2000. Contact us immediately to get your money.,selected receive contact immediately get money,83,14,1
spam,HMRC owes you 348 tax refund. Claim at hmrc-refund.co.uk now before it expires. Act fast!,hmrc owes tax refund claim hmrcrefundcouk expires act fast,89,15,1
ham,Just booked the flights departure is Friday at 9am from KLIA. Thanks.,booked flight departure friday klia thanks,69,12,0
ham,I will be there in 20 minutes just leaving now. Cheers!,minute leaving cheer,55,11,0
spam,You are pre approved for a 5000 loan no credit check required apply now.,pre approved loan credit check required apply,72,14,1
spam,You have been selected to receive RM2000. Contact us immediately to get your money. Reply now!,selected receive contact immediately get money reply,94,16,1
ham,I am in the library if you need me call do not text. Thanks.,library need call text thanks,60,14,0
spam,Alert your bank account is suspended call immediately to restore access today. Call today!,alert bank account suspended call immediately restore access today call today,90,14,1
spam,Urgent your account has RM1500 unclaimed bonus. Login now before it expires. Reply now!,urgent account unclaimed bonus login expires reply,87,14,1
spam,Get cash fast no credit check apply now by texting LOAN to 89898. Reply now!,get cash fast credit check apply texting loan reply,76,15,1
ham,Bila nak keluar lepak semua orang rindu kau lah.,bila nak keluar lepak semua orang rindu kau lah,48,9,0
spam,Your phone number won RM2500 in our quarterly draw. Call to collect today. Call today!,phone number quarterly draw call collect today call today,86,15,1
ham,Just finished my exam feeling pretty good about it! Let me know.,finished exam feeling pretty good let know,64,12,0
ham,Mum says dinner is at 7 not 8 can you let the others know?,mum say dinner let others know,58,14,0
ham,Shall we grab coffee this weekend and catch up properly? Let me know.,shall grab coffee weekend catch properly let know,69,13,0
spam,Click here to claim your free iPhone now limited offer expires tonight. Reply now!,click claim free iphone limited offer expires tonight reply,82,14,1
spam,You are pre approved for a 5000 loan no credit check required apply now. Reply now!,pre approved loan credit check required apply reply,83,16,1
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 now.,please call customer service representative freephone,79,12,1
ham,Tolong reminder aku pukul 3 petang ada meeting penting.,tolong reminder aku pukul petang ada meeting penting,55,9,0
spam,HMRC owes you 348 tax refund. Claim at hmrc-refund.co.uk now before it expires.,hmrc owes tax refund claim hmrcrefundcouk expires,79,13,1
ham,What time does the movie start tonight?,time movie start tonight,39,7,0
ham,What time does the movie start tonight? Let me know.,time movie start tonight let know,52,10,0
ham,Let me know when you land safely please text me.,let know land safely please text,48,10,0
spam,FREE gift worth RM300 for you! Just pay RM10 shipping. Click link to order.,free gift worth pay shipping click link order,75,14,1
spam,HMRC owes you 348 tax refund. Claim at hmrc-refund.co.uk now before it expires. Reply now!,hmrc owes tax refund claim hmrcrefundcouk expires reply,90,15,1
spam,WIN RM10000! You are our lucky winner this month. Claim your prize now. Call today!,win lucky winner month claim prize call today,83,15,1
ham,Can you recommend a good plumber my sink is broken and leaking. Let me know.,recommend good plumber sink broken leaking let know,76,15,0
ham,The forecast says rain all weekend so maybe stay in and study. Thanks.,forecast say rain weekend maybe stay study thanks,70,13,0
ham,Can you send me that document we discussed earlier?,send document discussed earlier,51,9,0
ham,Jom makan tengahari sama sama kat kedai biasa kita. Let me know.,jom makan tengahari sama sama kat kedai biasa kita let know,64,12,0
spam,Hot deal 50 percent off all products this week only. Visit our site to order now.,hot deal percent product week visit site order,81,16,1
ham,The book you recommended was fantastic just finished it last night. Cheers!,book recommended fantastic finished last night cheer,75,12,0
ham,Can you send me that document we discussed earlier? Let me know.,send document discussed earlier let know,64,12,0
spam,FREE gift worth RM300 for you! Just pay RM10 shipping. Click link to order.,free gift worth pay shipping click link order,75,14,1
spam,URGENT! Your mobile number has been awarded a 2000 Bonus Caller Prize. Call 09066364589 now. Limited time!,urgent mobile number awarded bonus caller prize call limited time,106,17,1
spam,Get cash fast no credit check apply now by texting LOAN to 89898. Call today!,get cash fast credit check apply texting loan call today,77,15,1
ham,Can you recommend a good plumber my sink is broken and leaking. Thanks.,recommend good plumber sink broken leaking thanks,71,13,0
ham,The forecast says rain all weekend so maybe stay in and study.,forecast say rain weekend maybe stay study,62,12,0
spam,Your account needs verification click here immediately to avoid suspension.,account need verification click immediately avoid suspension,75,10,1
spam,Congratulations you passed our survey claim your Samsung S21 free today. Reply now!,congratulation passed survey claim samsung free today reply,83,13,1
ham,Just checking you remember about the meeting appointment at 10am. Cheers!,checking remember meeting appointment cheer,73,11,0
spam,FREE RM50 credit added to your account. Click here to activate your bonus now. Call today!,free credit added account click activate bonus call today,90,16,1
spam,HMRC owes you 348 tax refund. Claim at hmrc-refund.co.uk now before it expires.,hmrc owes tax refund claim hmrcrefundcouk expires,79,13,1
ham,Tolong reminder aku pukul 3 petang ada meeting penting.,tolong reminder aku pukul petang ada meeting penting,55,9,0
ham,The kids had a great time at the park today after school. Let me know.,kid great time park today school let know,70,15,0
spam,Congratulations you passed our survey claim your Samsung S21 free today. Reply now!,congratulation passed survey claim samsung free today reply,83,13,1
spam,CASH PRIZE you have been awarded 500. To receive it reply with your details now.,cash prize awarded receive reply detail,80,15,1
spam,Congratulations you won RM5000 cash prize. Reply YES to claim your reward today.,congratulation cash prize reply yes claim reward today,80,13,1
ham,Just wanted to check you got home ok last night after the event.,wanted check got home last night event,64,13,0
spam,Selamat! Nombor anda dipilih untuk memenangi RM3000. Hubungi kami segera.,selamat nombor anda dipilih untuk memenangi hubungi kami segera,73,10,1
ham,Just checking you remember about the meeting appointment at 10am.,checking remember meeting appointment,65,10,0
spam,HMRC owes you 348 tax refund. Claim at hmrc-refund.co.uk now before it expires.,hmrc owes tax refund claim hmrcrefundcouk expires,79,13,1
ham,Can you let me know your dietary requirements for the dinner event?,let know dietary requirement dinner event,67,12,0
ham,The kids had a great time at the park today after school. Cheers!,kid great time park today school cheer,65,13,0
ham,Happy New Year hope this year brings you great things. Cheers!,happy new year hope year brings great thing cheer,62,11,0
ham,Can you proofread my assignment before I submit it tonight?,proofread assignment submit tonight,59,10,0
ham,Just wanted to check you got home ok last night after the event.,wanted check got home last night event,64,13,0
spam,This is your final notice you owe money on your account call now to avoid action.,final notice owe money account call avoid action,81,16,1
ham,The forecast says rain all weekend so maybe stay in and study.,forecast say rain weekend maybe stay study,62,12,0
ham,Kau okay tak tadi nampak macam penat je muka kau. Cheers!,kau okay tak tadi nampak macam penat muka kau cheer,57,11,0
spam,SIX chances to win CASH! From 100 to 20000 pounds txt CSH11 and send to 87575 NOW.,six chance win cash pound txt csh send,82,17,1
spam,Exclusive offer double your minutes reply DEAL to claim your special offer.,exclusive offer double minute reply deal claim special offer,75,12,1
ham,Just wanted to check you got home ok last night after the event.,wanted check got home last night event,64,13,0
ham,Just got back from the gym absolutely exhausted after leg day. Let me know.,got back gym absolutely exhausted leg day let know,75,14,0
ham,The kids had a great time at the park today after school.,kid great time park today school,57,12,0
spam,Anda menang RM500 percuma. Hubungi 0123456789 untuk menuntut hadiah anda sekarang.,anda menang percuma hubungi untuk menuntut hadiah anda sekarang,82,11,1
spam,You qualify for a free gift today. Claim before midnight. Text YES to 85023.,qualify free gift today claim midnight text yes,76,14,1
spam,WIN RM10000! You are our lucky winner this month. Claim your prize now.,win lucky winner month claim prize,71,13,1
ham,The test results came back everything is normal thankfully so relieved. Let me know.,test result came back everything normal thankfully relieved let know,84,14,0
ham,Do you have the notes from todays lecture on algorithms? Let me know.,note today lecture algorithm let know,69,13,0
spam,WINNER!! You have been selected to receive a 900 prize reward! Call 09061701461 to claim now.,winner selected receive prize reward call claim,93,16,1
ham,Just checking you remember about the meeting appointment at 10am. Let me know.,checking remember meeting appointment let know,78,13,0
ham,Dentist appointment is at 2 30 on Thursday do not forget. Thanks.,dentist appointment thursday forget thanks,65,12,0
spam,Get cash fast no credit check apply now by texting LOAN to 89898. Call today!,get cash fast credit check apply texting loan call today,77,15,1
spam,Debt problems we can help free advice text DEBT to 84434 immediately.,debt problem help free advice text debt immediately,69,12,1
ham,I will be there in 20 minutes just leaving now. Let me know.,minute leaving let know,60,13,0
ham,Are we still on for lunch tomorrow at the usual place? Thanks.,still lunch tomorrow usual place thanks,62,12,0
spam,Romance is just a text away meet local singles text MEET to 89600 now.,romance text away meet local single text meet,70,14,1
ham,Tolong reminder aku pukul 3 petang ada meeting penting. Let me know.,tolong reminder aku pukul petang ada meeting penting let know,68,12,0
spam,You have unused loyalty points worth 80 claim before they expire tonight. Reply now!,unused loyalty point worth claim expire tonight reply,84,14,1
ham,Just wanted to check you got home ok last night after the event.,wanted check got home last night event,64,13,0
ham,Could you please water my plants while I am away this week? Thanks.,could please water plant away week thanks,67,13,0
ham,Tolong reminder aku pukul 3 petang ada meeting penting.,tolong reminder aku pukul petang ada meeting penting,55,9,0
spam,CASH PRIZE you have been awarded 500. To receive it reply with your details now.,cash prize awarded receive reply detail,80,15,1
spam,Important tax refund notice you are owed money claim it now online. Call today!,important tax refund notice owed money claim online call today,79,14,1
ham,Are we still on for lunch tomorrow at the usual place? Thanks.,still lunch tomorrow usual place thanks,62,12,0
spam,You are a winner! You have been specially selected to receive 1000 cash. Ring now ASAP.,winner specially selected receive cash ring asap,87,16,1
spam,Free ringtone waiting for you text MIX to 85069 to receive it now. Reply now!,free ringtone waiting text mix receive reply,77,15,1
spam,Debt problems we can help free advice text DEBT to 84434 immediately.,debt problem help free advice text debt immediately,69,12,1
spam,Hot deal 50 percent off all products this week only. Visit our site to order now.,hot deal percent product week visit site order,81,16,1
spam,FREE RM50 credit added to your account. Click here to activate your bonus now.,free credit added account click activate bonus,78,14,1
spam,Debt problems we can help free advice text DEBT to 84434 immediately. Limited time!,debt problem help free advice text debt immediately limited time,83,14,1
ham,I left my jacket at yours can I pick it up later today? Thanks.,left jacket pick later today thanks,63,14,0
spam,FREE RM50 credit added to your account. Click here to activate your bonus now. Act fast!,free credit added account click activate bonus act fast,88,16,1
ham,Shall we grab coffee this weekend and catch up properly?,shall grab coffee weekend catch properly,56,10,0
spam,Your account needs verification click here immediately to avoid suspension. Call today!,account need verification click immediately avoid suspension call today,87,12,1
ham,I got the job starting Monday so excited about this opportunity! Cheers!,got job starting monday excited opportunity cheer,72,12,0
ham,The repair shop called your laptop is ready for collection today. Cheers!,repair shop called laptop ready collection today cheer,73,12,0
ham,The book you recommended was fantastic just finished it last night. Let me know.,book recommended fantastic finished last night let know,80,14,0
ham,Are we still on for lunch tomorrow at the usual place? Thanks.,still lunch tomorrow usual place thanks,62,12,0
ham,Could you please water my plants while I am away this week?,could please water plant away week,59,12,0
ham,Mum says dinner is at 7 not 8 can you let the others know?,mum say dinner let others know,58,14,0
ham,The broadband engineer is coming between 9 and 12 tomorrow morning. Cheers!,broadband engineer coming tomorrow morning cheer,75,12,0
spam,IMPORTANT you could be entitled up to 3160 in compensation from your accident. Reply CLAIM.,important could entitled compensation accident reply claim,91,15,1
spam,Click here to claim your free iPhone now limited offer expires tonight.,click claim free iphone limited offer expires tonight,71,12,1
spam,Earn money from home no experience needed. Text EARN to 80086 now. Limited time!,earn money home experience needed text earn limited time,80,14,1
ham,I will be there in 20 minutes just leaving now.,minute leaving,47,10,0
spam,WIN RM10000! You are our lucky winner this month. Claim your prize now. Limited time!,win lucky winner month claim prize limited time,85,15,1
ham,I left my jacket at yours can I pick it up later today? Thanks.,left jacket pick later today thanks,63,14,0
ham,Thanks for your help earlier really appreciated it so much.,thanks help earlier really appreciated much,59,10,0
ham,Shall we grab coffee this weekend and catch up properly?,shall grab coffee weekend catch properly,56,10,0
spam,Congratulations you won RM5000 cash prize. Reply YES to claim your reward today.,congratulation cash prize reply yes claim reward today,80,13,1
spam,Claim your RM200 reward now! Limited time offer. Reply CLAIM to receive payment.,claim reward limited time offer reply claim receive payment,80,13,1
spam,Win the ultimate night out worth 1000 text NIGHT to 63222 right now. Act fast!,win ultimate night worth text night right act fast,78,15,1
spam,You just won 1000000 rm. Dont miss it! Call now to claim your prize. Call today!,dont miss call claim prize call today,80,16,1
spam,Congratulations you won RM5000 cash prize. Reply YES to claim your reward today. Call today!,congratulation cash prize reply yes claim reward today call today,92,15,1
spam,SIX chances to win CASH! From 100 to 20000 pounds txt CSH11 and send to 87575 NOW.,six chance win cash pound txt csh send,82,17,1
ham,I passed my driving test on the first attempt so happy right now! Cheers!,passed driving test first attempt happy right cheer,73,14,0
ham,Jom makan tengahari sama sama kat kedai biasa kita.,jom makan tengahari sama sama kat kedai biasa kita,51,9,0
ham,Just got back from the gym absolutely exhausted after leg day. Let me know.,got back gym absolutely exhausted leg day let know,75,14,0
ham,Just got back from the gym absolutely exhausted after leg day.,got back gym absolutely exhausted leg day,62,11,0
ham,Happy New Year hope this year brings you great things.,happy new year hope year brings great thing,54,10,0
spam,Amazing offer get 50 percent off all products this week only order now.,amazing offer get percent product week order,71,13,1
spam,WIN WIN WIN! RM1000 cash waiting for you. Text WIN to 32728 now. Reply now!,win win win cash waiting text win reply,75,15,1
ham,Just got back from the gym absolutely exhausted after leg day.,got back gym absolutely exhausted leg day,62,11,0
spam,Debt problems we can help free advice text DEBT to 84434 immediately. Call today!,debt problem help free advice text debt immediately call today,81,14,1
spam,Free entry in 2 a weekly comp to win FA Cup final tkts. Text FA to 87121 to receive entry.,free entry weekly comp win cup final tkts text receive entry,90,20,1
ham,Just finished my exam feeling pretty good about it! Let me know.,finished exam feeling pretty good let know,64,12,0
ham,I got the job starting Monday so excited about this opportunity!,got job starting monday excited opportunity,64,11,0
spam,Exclusive offer double your minutes reply DEAL to claim your special offer. Call today!,exclusive offer double minute reply deal claim special offer call today,87,14,1
ham,Can you recommend a good plumber my sink is broken and leaking. Let me know.,recommend good plumber sink broken leaking let know,76,15,0
spam,HMRC owes you 348 tax refund. Claim at hmrc-refund.co.uk now before it expires.,hmrc owes tax refund claim hmrcrefundcouk expires,79,13,1
ham,Nanti balik rumah singgah beli roti sekali boleh? Thanks.,nanti balik rumah singgah beli roti sekali boleh thanks,57,9,0
spam,Urgent your account has RM1500 unclaimed bonus. Login now before it expires.,urgent account unclaimed bonus login expires,76,12,1
ham,Bila nak keluar lepak semua orang rindu kau lah.,bila nak keluar lepak semua orang rindu kau lah,48,9,0
spam,Click here to claim your free iPhone now limited offer expires tonight. Act fast!,click claim free iphone limited offer expires tonight act fast,81,14,1
spam,Urgent your account has RM1500 unclaimed bonus. Login now before it expires. Act fast!,urgent account unclaimed bonus login expires act fast,86,14,1
ham,Bila nak keluar lepak semua orang rindu kau lah.,bila nak keluar lepak semua orang rindu kau lah,48,9,0
spam,Free entry in 2 a weekly comp to win FA Cup final tkts. Text FA to 87121 to receive entry. Call today!,free entry weekly comp win cup final tkts text receive entry call today,102,22,1
spam,Anda menang RM500 percuma. Hubungi 0123456789 untuk menuntut hadiah anda sekarang. Limited time!,anda menang percuma hubungi untuk menuntut hadiah anda sekarang limited time,96,13,1
ham,Boleh tolong ambilkan adik dari sekolah petang ni tak?,boleh tolong ambilkan adik dari sekolah petang tak,54,9,0
spam,You have been awarded RM5000 bonus. Verify your account to receive the transfer. Reply now!,awarded bonus verify account receive transfer reply,91,15,1
spam,Important tax refund notice you are owed money claim it now online. Reply now!,important tax refund notice owed money claim online reply,78,14,1
ham,Thanks for your help earlier really appreciated it so much. Let me know.,thanks help earlier really appreciated much let know,72,13,0
spam,Secret admirer alert someone fancies you call 09064019014 to find out who. Reply now!,secret admirer alert someone fancy call find reply,85,14,1
spam,You just won 1000000 rm. Dont miss it! Call now to claim your prize.,dont miss call claim prize,68,14,1
spam,Your parcel could not be delivered pay 1.50 fee to reschedule delivery click here.,parcel could delivered pay fee reschedule delivery click,82,14,1
spam,Alert your bank account is suspended call immediately to restore access today. Reply now!,alert bank account suspended call immediately restore access today reply,89,14,1
ham,Happy New Year hope this year brings you great things. Let me know.,happy new year hope year brings great thing let know,67,13,0
spam,Win a 1000 cash prize or a prize worth 5000. To claim just call 09050000327. Act fast!,win cash prize prize worth claim call act fast,86,17,1
spam,Debt problems we can help free advice text DEBT to 84434 immediately. Reply now!,debt problem help free advice text debt immediately reply,80,14,1
ham,I am running a bit late should be there by half past 7. Thanks.,running bit late half past thanks,63,14,0
